inside DefaultArgs : assigning default args
Network type:  uni
generating connection probabilities, NE, NI, K, thetaSig 1000 1000 100 0.75
generating  connectivity matrix... done!
Generating sparse representation ... done!
npost sum = 400891
convec sum =  400891
         125753 function calls (121864 primitive calls) in 0.639 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 umfpack.py:233(Struct)
        1    0.000    0.000    0.000    0.000 mlab.py:804(PCA)
        1    0.000    0.000    0.000    0.000 rrule.py:826(_genitem)
        1    0.000    0.000    0.000    0.000 info.py:349(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3154(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 __init__.py:180(c_ulong)
        1    0.000    0.000    0.000    0.000 decimal.py:235(DivisionByZero)
        1    0.000    0.000    0.000    0.000 errors.py:13(DistutilsError)
        1    0.000    0.000    0.000    0.000 mlab.py:2362(FormatString)
        1    0.000    0.000    0.000    0.000 httplib.py:1228(IncompleteRead)
        1    0.000    0.000    0.000    0.000 parser.py:147(_resultbase)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2897(TokenConverter)
        1    0.000    0.000    0.000    0.000 urlparse.py:121(ParseResult)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        2    0.000    0.000    0.000    0.000 sre_parse.py:213(isdigit)
        1    0.000    0.000    0.000    0.000 mathtext.py:146(MathtextBackendBbox)
        2    0.000    0.000    0.000    0.000 __init__.py:429(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1416(Empty)
        1    0.000    0.000    0.000    0.000 urllib2.py:1353(FTPHandler)
        1    0.000    0.000    0.000    0.000 threading.py:765(_MainThread)
        1    0.000    0.000    0.000    0.000 arpack.py:139(ArpackError)
        1    0.000    0.000    0.000    0.000 dates.py:400(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 process.py:285(AuthenticationString)
        1    0.000    0.000    0.000    0.000 scale.py:338(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 patches.py:3065(CurveB)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2893(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 dates.py:976(MinuteLocator)
        1    0.000    0.000    0.000    0.000 threading.py:736(_Timer)
        1    0.000    0.000    0.000    0.000 optimize.py:1063(Brent)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2601(__str__)
        1    0.000    0.000    0.000    0.000 widgets.py:1349(Lasso)
        1    0.000    0.000    0.000    0.000 widgets.py:1087(RectangleSelector)
        1    0.000    0.000    0.000    0.000 mathtext.py:1838(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mlab.py:2345(FormatObj)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2997(OnlyOnce)
        1    0.000    0.000    0.000    0.000 cbook.py:324(silent_list)
        1    0.000    0.000    0.000    0.000 arrayprint.py:715(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 dates.py:901(MonthLocator)
        1    0.000    0.000    0.000    0.000 npyio.py:86(BagObj)
        1    0.000    0.000    0.000    0.000 __init__.py:226(c_ubyte)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 cbook.py:838(Null)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2148(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2257(setResultsName)
        1    0.000    0.000    0.000    0.000 ticker.py:140(DummyAxis)
        1    0.000    0.000    0.000    0.000 tokenize.py:147(StopTokenizing)
        1    0.000    0.000    0.000    0.000 __init__.py:203(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:736(Cursor)
        1    0.000    0.000    0.000    0.000 colors.py:899(LogNorm)
        1    0.000    0.000    0.000    0.000 dates.py:219(strpdate2num)
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:1261(_EmptyClass)
        1    0.000    0.000    0.000    0.000 info.py:95(<module>)
        1    0.000    0.000    0.000    0.000 core.py:772(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:350(checkdep_ps_distiller)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2959(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:239(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 mathtext.py:94(MathtextBackend)
        1    0.000    0.000    0.000    0.000 geo.py:22(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 container.py:104(StemContainer)
        1    0.000    0.000    0.000    0.000 Tkinter.py:307(BooleanVar)
        1    0.000    0.000    0.000    0.000 patches.py:2900(_Curve)
        1    0.000    0.000    0.000    0.000 legend_handler.py:378(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 extras.py:1521(mr_class)
        1    0.000    0.000    0.000    0.000 figure.py:41(AxesStack)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2211(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 geo.py:381(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 mlab.py:2413(FormatBool)
        1    0.000    0.000    0.000    0.000 dates.py:425(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 info.py:119(<module>)
       10    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 rcsetup.py:45(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:112(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 info.py:8(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2439(Arc3)
        1    0.000    0.000    0.000    0.000 _import_tools.py:263(log)
        1    0.000    0.000    0.000    0.000 mathtext.py:253(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 patches.py:1812(RArrow)
        1    0.000    0.000    0.000    0.000 ImageMode.py:22(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 offsetbox.py:275(VPacker)
        1    0.000    0.000    0.000    0.000 urllib2.py:529(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:525(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        1    0.000    0.000    0.000    0.000 Tkinter.py:288(DoubleVar)
        1    0.000    0.000    0.000    0.000 cbook.py:726(Sorter)
        1    0.000    0.000    0.000    0.000 units.py:48(AxisInfo)
        1    0.000    0.000    0.000    0.000 dates.py:140(_UTC)
        1    0.000    0.000    0.000    0.000 pyparsing.py:211(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3132(_setit)
        1    0.000    0.000    0.000    0.000 _inspect.py:162(<lambda>)
        1    0.000    0.000    0.000    0.000 errors.py:26(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 lines.py:1103(VertexSelector)
        1    0.000    0.000    0.000    0.000 urllib2.py:1413(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 scale.py:126(Log10Transform)
        1    0.000    0.000    0.000    0.000 urllib2.py:508(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 mathtext.py:1291(Char)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.000    0.000    0.000    0.000 cbook.py:149(BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 __init__.py:388(PyDLL)
        1    0.000    0.000    0.000    0.000 tz.py:629(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 collections.py:784(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 ticker.py:1357(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1441(YView)
        1    0.000    0.000    0.000    0.000 dviread.py:463(Vf)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2126(WordStart)
        1    0.000    0.000    0.000    0.000 widgets.py:822(MultiCursor)
        1    0.000    0.000    0.000    0.000 Image.py:34(_imaging_not_installed)
        1    0.000    0.000    0.002    0.002 pyparsing.py:3323(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 info.py:167(<module>)
        1    0.000    0.000    0.000    0.000 info.py:14(<module>)
        1    0.000    0.000    0.000    0.000 textwrap.py:323(fill)
        1    0.000    0.000    0.000    0.000 code.py:174(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 __init__.py:176(c_long)
        1    0.000    0.000    0.000    0.000 legend_handler.py:127(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 info.py:44(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:897(SpanSelector)
        1    0.000    0.000    0.000    0.000 rfc822.py:770(AddressList)
        1    0.000    0.000    0.000    0.000 decimal.py:225(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 core.py:128(MAError)
        3    0.000    0.000    0.000    0.000 _inspect.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 errors.py:16(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 mathtext.py:1459(Hlist)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3697(Tributton)
        2    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 core.py:2248(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 info.py:18(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:82(_Stop)
        1    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:206(ParseFatalException)
        1    0.000    0.000    0.000    0.000 urllib2.py:706(ProxyHandler)
        1    0.000    0.000    0.000    0.000 lobpcg.py:85(CallableLinearOperator)
        1    0.000    0.000    0.000    0.000 cbook.py:285(Timeout)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1122(IdleEvent)
        1    0.000    0.000    0.000    0.000 arpack.py:304(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 ticker.py:276(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 urllib2.py:1237(UnknownHandler)
        1    0.000    0.000    0.000    0.000 patches.py:3176(_Bracket)
        1    0.000    0.000    0.000    0.000 __init__.py:80(AuthenticationError)
        1    0.000    0.000    0.000    0.000 units.py:109(Registry)
        1    0.000    0.000    0.000    0.000 threading.py:805(_DummyThread)
        1    0.000    0.000    0.000    0.000 case.py:33(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 urllib.py:974(addclosehook)
        1    0.000    0.000    0.000    0.000 pyparsing.py:138(_Constants)
        1    0.000    0.000    0.000    0.000 patches.py:3032(Curve)
        1    0.000    0.000    0.000    0.000 extras.py:224(_fromnxfunction)
        2    0.000    0.000    0.000    0.000 mlab.py:2374(__init__)
        1    0.000    0.000    0.000    0.000 decimal.py:5666(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 patches.py:1900(Round4)
        1    0.000    0.000    0.000    0.000 threading.py:774(_set_daemon)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1323(PickEvent)
        1    0.000    0.000    0.000    0.000 urllib2.py:1083(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 _iotools.py:455(ConversionWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1770(NegFilll)
        1    0.000    0.000    0.000    0.000 httplib.py:1254(BadStatusLine)
        1    0.000    0.000    0.000    0.000 pickle.py:58(PickleError)
        1    0.000    0.000    0.000    0.000 errors.py:29(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 httplib.py:1217(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 __init__.py:260(c_bool)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1160(CloseEvent)
        1    0.000    0.000    0.000    0.000 nonlin.py:947(BroydenSecond)
        1    0.000    0.000    0.000    0.000 urllib2.py:1301(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:255(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:201(c_double)
        1    0.000    0.000    0.000    0.000 mathtext.py:242(MathtextBackendBitmapRender)
        1    0.000    0.000    0.000    0.000 mathtext.py:1019(StixSansFonts)
        1    0.000    0.000    0.000    0.000 core.py:762(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1758(Filll)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1363(KeyEvent)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_float)
        1    0.000    0.000    0.000    0.000 urllib2.py:489(BaseHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:80(get_projection_names)
        1    0.000    0.000    0.000    0.000 mathtext.py:379(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 core.py:131(MaskError)
        1    0.000    0.000    0.000    0.000 ticker.py:631(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 decimal.py:251(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 mathtext.py:1774(SsGlue)
        1    0.000    0.000    0.000    0.000 errors.py:33(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 mlab.py:2373(FormatFormatStr)
        1    0.000    0.000    0.000    0.000 zeros.py:20(RootResults)
        1    0.000    0.000    0.000    0.000 mlab.py:2436(FormatDate)
        1    0.000    0.000    0.000    0.000 polar.py:171(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 httplib.py:1225(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 httplib.py:1173(HTTPS)
        1    0.000    0.000    0.000    0.000 cbook.py:102(toint)
        1    0.000    0.000    0.000    0.000 decimal.py:360(Underflow)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 urllib2.py:1095(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 bezier.py:15(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 ticker.py:287(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:940(DayLocator)
        1    0.000    0.000    0.000    0.000 mathtext.py:1866(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 _import_tools.py:269(error)
        1    0.000    0.000    0.000    0.000 Image.py:1721(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 _iotools.py:448(ConverterLockError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2273(_ErrorStop)
        1    0.000    0.000    0.000    0.000 patches.py:1834(Round)
        1    0.000    0.000    0.000    0.000 pyparsing.py:197(ParseException)
        1    0.000    0.000    0.000    0.000 rcsetup.py:130(__init__)
        1    0.000    0.000    0.000    0.000 httplib.py:1248(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 scale.py:186(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 windowing.py:21(FocusManager)
        1    0.000    0.000    0.000    0.000 cbook.py:92(tofloat)
        1    0.000    0.000    0.000    0.000 decimal.py:196(InvalidOperation)
        1    0.000    0.000    0.000    0.000 mathtext.py:1766(NegFill)
        1    0.000    0.000    0.000    0.000 mlab.py:2431(FormatMillions)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_int)
        1    0.000    0.000    0.000    0.000 core.py:5792(__array_finalize__)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 patches.py:3087(CurveAB)
        1    0.000    0.000    0.000    0.000 Image.py:1725(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 decimal.py:262(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 widgets.py:58(Widget)
        1    0.000    0.000    0.000    0.000 anneal.py:128(boltzmann_sa)
        1    0.000    0.000    0.000    0.000 info.py:17(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:129(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 core.py:799(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 _iotools.py:441(ConverterError)
        1    0.000    0.000    0.000    0.000 core.py:2253(__init__)
        1    0.000    0.000    0.000    0.000 util.py:313(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 sre_parse.py:85(checkgroup)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 __init__.py:291(c_wchar_p)
        1    0.000    0.000    0.000    0.000 base.py:14(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 io.py:81(RawIOBase)
        1    0.000    0.000    0.000    0.000 ticker.py:218(IndexFormatter)
        1    0.000    0.000    0.000    0.000 decimal.py:184(Clamped)
        1    0.000    0.000    0.000    0.000 urllib2.py:1212(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 cbook.py:81(todate)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 threading.py:55(_Verbose)
        1    0.000    0.000    0.000    0.000 errors.py:87(UnknownFileError)
        1    0.000    0.000    0.000    0.000 numeric.py:2743(_unspecified)
        1    0.000    0.000    0.000    0.000 urllib.py:109(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errors.py:66(DistutilsByteCompileError)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1100(Event)
        1    0.000    0.000    0.000    0.000 patches.py:3045(CurveA)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ushort)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 decimal.py:299(Rounded)
        1    0.000    0.000    0.000    0.000 urllib2.py:136(URLError)
        1    0.000    0.000    0.000    0.000 mathtext.py:1277(Vbox)
        1    0.000    0.000    0.000    0.000 threading.py:62(_note)
        1    0.000    0.000    0.000    0.000 __init__.py:386(checkdep_usetex)
        1    0.000    0.000    0.000    0.000 mathtext.py:1644(Rule)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2440(Frame)
        1    0.000    0.000    0.000    0.000 mathtext.py:568(CachedFont)
        3    0.000    0.000    0.000    0.000 core.py:789(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:860(IndexLocator)
        1    0.000    0.000    0.000    0.000 threading.py:225(_is_owned)
        1    0.000    0.000    0.000    0.000 mathtext.py:1661(Hrule)
        1    0.000    0.000    0.000    0.000 ticker.py:879(FixedLocator)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1991(Widget)
        1    0.000    0.000    0.000    0.000 errors.py:76(CompileError)
        1    0.000    0.000    0.000    0.000 scale.py:314(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 mathtext.py:1824(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(SAXReaderNotAvailable)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char)
        1    0.000    0.000    0.000    0.000 _endian.py:49(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 scale.py:13(ScaleBase)
        1    0.000    0.000    0.000    0.000 info.py:210(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 nonlin.py:131(NoConvergence)
        1    0.000    0.000    0.000    0.000 mathtext.py:1215(MathTextWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:303(Idle)
        1    0.000    0.000    0.000    0.000 urllib2.py:813(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 mathtext.py:1787(VCentered)
        1    0.000    0.000    0.000    0.000 patches.py:3373(Simple)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 widgets.py:353(CheckButtons)
        1    0.000    0.000    0.000    0.000 patches.py:3110(CurveFilledA)
        1    0.000    0.000    0.000    0.000 core.py:787(_DomainGreater)
        1    0.000    0.000    0.000    0.000 mathtext.py:1778(HCentered)
        1    0.000    0.000    0.000    0.000 errors.py:46(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 info.py:80(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1143(ResizeEvent)
        1    0.000    0.000    0.000    0.000 __init__.py:294(c_wchar)
        1    0.000    0.000    0.000    0.000 mathtext.py:1284(Hbox)
        1    0.000    0.000    0.000    0.000 httplib.py:1211(NotConnected)
        1    0.000    0.000    0.000    0.000 io.py:87(TextIOBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1762(NegFil)
        1    0.000    0.000    0.000    0.000 decimal.py:273(Inexact)
        1    0.000    0.000    0.000    0.000 errors.py:59(DistutilsInternalError)
        2    0.000    0.000    0.000    0.000 core.py:801(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:73(PreprocessError)
        1    0.000    0.000    0.000    0.000 patches.py:813(Wedge)
        1    0.000    0.000    0.000    0.000 decimal.py:285(InvalidContext)
        1    0.000    0.000    0.000    0.000 figure.py:118(SubplotParams)
        1    0.000    0.000    0.000    0.000 dviread.py:567(Tfm)
        1    0.000    0.000    0.000    0.000 io.py:84(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 decimal.py:3742(_ContextManager)
        1    0.000    0.000    0.000    0.000 mathtext.py:1750(Fil)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 errors.py:70(CCompilerError)
        1    0.000    0.000    0.000    0.000 patches.py:3292(BracketA)
        1    0.000    0.000    0.000    0.000 errors.py:63(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 httplib.py:1214(InvalidURL)
        1    0.000    0.000    0.000    0.000 rcsetup.py:148(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 mathtext.py:1754(Fill)
        1    0.000    0.000    0.000    0.000 rcsetup.py:149(__init__)
        1    0.000    0.000    0.000    0.000 httplib.py:1251(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 ticker.py:264(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:911(NullLocator)
        1    0.000    0.000    0.000    0.000 widgets.py:1080(HorizontalSpanSelector)
        1    0.000    0.000    0.000    0.000 axis.py:587(Ticker)
        1    0.000    0.000    0.000    0.000 pickle.py:62(PicklingError)
        1    0.000    0.000    0.000    0.000 base.py:15(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 anneal.py:142(_state)
        1    0.000    0.000    0.000    0.000 ticker.py:663(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1502(AutoLocator)
        1    0.000    0.000    0.000    0.000 httplib.py:1261(LineTooLong)
        1    0.000    0.000    0.000    0.000 patches.py:2583(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:2678(Bar)
        1    0.000    0.000    0.000    0.000 tokenize.py:178(Untokenizer)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2458(Label)
        1    0.000    0.000    0.000    0.000 httplib.py:1242(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 patches.py:3441(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:2356(SimpleEvent)


